filename,xmin,ymin,xmax,ymax,label
461.png,85,8,116,72,2
462.png,18,1,27,21,5
462.png,29,1,37,21,4
463.png,78,23,100,76,2
463.png,105,16,124,69,1
464.png,33,12,46,32,5
464.png,42,5,56,25,0
465.png,12,2,16,14,2
465.png,16,2,25,14,7
465.png,25,2,32,14,3
465.png,31,2,37,14,1
466.png,43,8,57,59,1
466.png,57,1,83,52,5
467.png,89,7,134,118,3
467.png,130,9,192,120,5
468.png,28,4,47,31,8
469.png,31,8,51,44,2
469.png,49,5,69,41,2
470.png,56,11,70,49,2
470.png,67,13,79,51,1
471.png,38,1,68,49,5
471.png,86,1,119,49,5
472.png,18,4,25,21,3
472.png,25,3,33,20,9
473.png,41,9,67,58,4
473.png,66,9,86,58,1
474.png,18,4,24,19,2
474.png,27,4,32,19,3
474.png,33,4,40,19,6
474.png,40,4,47,19,7
475.png,81,31,107,79,1
475.png,106,24,132,72,0
475.png,128,18,158,66,6
476.png,15,2,19,16,1
476.png,22,3,29,17,9
476.png,33,4,40,18,8
476.png,44,3,52,17,3
477.png,2,32,25,63,3
477.png,26,25,43,56,1
477.png,41,17,62,48,0
477.png,63,7,85,38,6
478.png,12,2,18,15,3
478.png,17,2,23,15,2
479.png,36,4,56,44,3
479.png,59,1,79,41,0
480.png,33,6,44,34,2
480.png,43,8,52,36,8
480.png,51,4,60,32,6
481.png,130,17,147,48,5
481.png,146,18,164,49,8
481.png,164,17,180,48,3
482.png,20,3,27,27,1
482.png,27,3,37,27,5
482.png,34,3,40,27,1
482.png,40,3,50,27,4
483.png,20,1,30,27,2
483.png,30,1,39,27,5
484.png,26,8,38,31,1
484.png,40,9,50,32,1
484.png,52,8,64,31,3
485.png,39,40,48,60,3
485.png,49,44,58,64,0
485.png,57,42,67,62,3
486.png,79,26,108,68,1
486.png,107,30,125,72,9
487.png,55,18,70,48,4
488.png,91,28,121,86,9
488.png,119,20,146,78,7
489.png,16,4,28,23,4
490.png,48,15,70,66,4
490.png,67,6,87,57,1
491.png,13,1,20,14,2
492.png,45,12,58,37,3
493.png,33,5,56,40,6
494.png,35,8,46,37,1
494.png,42,8,52,37,3
494.png,48,8,60,37,8
495.png,49,8,86,56,3
495.png,87,8,116,56,7
496.png,38,5,52,41,7
496.png,54,6,64,42,1
497.png,134,86,163,129,4
497.png,164,86,180,129,1
497.png,180,86,203,129,0
498.png,34,4,49,40,1
498.png,51,10,66,46,1
499.png,62,15,70,68,1
499.png,75,13,94,66,5
500.png,74,21,101,64,6
500.png,102,20,126,63,6
500.png,126,19,151,62,0
501.png,84,7,102,63,5
501.png,100,8,122,64,8
502.png,24,5,32,22,8
502.png,30,3,39,20,0
503.png,58,12,74,49,1
503.png,69,13,95,50,9
503.png,90,17,113,54,2
504.png,58,12,74,57,9
504.png,76,10,94,55,8
505.png,33,5,54,37,2
505.png,65,8,86,40,7
506.png,186,35,221,108,3
506.png,217,37,252,110,7
506.png,253,35,295,108,0
507.png,53,12,72,47,8
508.png,63,23,73,66,1
508.png,72,23,89,66,0
508.png,88,17,100,60,1
508.png,99,15,117,58,0
509.png,68,20,105,75,2
509.png,113,13,152,68,8
509.png,157,12,196,67,4
510.png,28,8,37,25,7
510.png,36,7,46,24,7
511.png,43,9,58,45,4
511.png,57,12,71,48,0
512.png,44,7,75,65,4
512.png,76,6,106,64,6
513.png,27,5,35,23,1
513.png,34,5,42,23,2
513.png,42,5,51,23,4
514.png,39,5,64,47,2
514.png,65,5,87,47,7
515.png,125,55,163,119,3
515.png,154,55,194,119,3
516.png,20,2,31,22,1
516.png,33,3,43,23,1
517.png,28,6,36,31,1
517.png,37,7,47,32,1
518.png,105,29,136,91,4
518.png,132,23,157,85,1
519.png,18,2,28,23,1
519.png,30,2,39,23,0
520.png,14,1,26,21,1
520.png,25,2,36,22,4
520.png,35,1,49,21,1
521.png,59,10,85,57,2
522.png,33,8,47,36,2
522.png,46,9,60,37,3
523.png,23,5,35,27,2
524.png,26,6,37,28,6
525.png,20,4,29,22,6
525.png,30,3,39,21,3
526.png,31,12,50,40,4
526.png,48,10,61,38,8
527.png,13,1,23,21,3
527.png,23,1,30,21,8
528.png,69,8,92,44,6
528.png,89,23,108,59,4
528.png,108,33,131,69,5
529.png,23,7,31,31,1
529.png,32,4,40,28,9
529.png,40,2,48,26,7
530.png,107,18,125,45,3
530.png,123,19,135,46,1
531.png,41,5,70,52,4
532.png,57,8,86,54,2
532.png,91,8,113,54,4
532.png,115,16,131,62,2
532.png,135,17,152,63,1
533.png,44,7,73,58,3
533.png,72,6,104,57,3
534.png,112,43,183,146,5
534.png,175,52,244,155,0
535.png,24,5,33,24,5
535.png,37,4,41,23,1
536.png,17,3,23,17,1
536.png,23,2,31,16,9
536.png,31,2,35,16,1
537.png,22,3,33,25,4
538.png,37,6,51,36,5
538.png,54,7,66,37,1
539.png,88,22,99,54,1
539.png,101,26,115,58,1
539.png,113,23,131,55,7
540.png,40,9,48,33,1
540.png,48,12,60,36,0
541.png,25,4,32,31,1
541.png,33,3,40,30,2
542.png,19,2,32,24,7
543.png,18,1,29,24,3
543.png,31,1,38,24,1
543.png,36,1,48,24,6
544.png,39,9,50,39,1
544.png,51,8,71,38,6
544.png,73,7,90,37,4
545.png,68,17,88,71,1
545.png,86,17,112,71,7
546.png,94,23,117,76,1
546.png,117,24,153,77,4
546.png,153,20,189,73,4
547.png,41,7,65,41,3
547.png,62,7,85,41,3
548.png,45,10,64,35,3
548.png,65,12,85,37,0
549.png,35,1,48,38,4
549.png,49,2,61,39,7
550.png,35,5,47,39,3
550.png,47,6,52,40,1
551.png,110,21,135,89,2
552.png,96,55,111,88,1
552.png,108,53,123,86,0
552.png,121,52,136,85,7
553.png,20,3,28,23,8
553.png,28,4,33,24,1
554.png,37,10,65,53,6
555.png,63,19,72,50,1
555.png,71,17,83,48,3
555.png,82,19,101,50,5
556.png,2,8,15,32,2
556.png,17,8,32,32,7
557.png,46,24,60,58,1
557.png,57,28,74,62,2
558.png,33,8,50,33,4
559.png,29,7,40,34,2
559.png,45,7,56,34,6
560.png,46,15,66,55,3
560.png,61,9,84,49,3
560.png,82,4,99,44,4
561.png,23,3,32,27,2
561.png,31,3,42,27,9
562.png,55,15,65,55,1
562.png,64,15,74,55,2
562.png,74,15,88,55,2
563.png,22,3,30,21,6
563.png,28,4,36,22,1
564.png,80,11,105,81,1
564.png,100,12,129,82,0
565.png,37,13,52,41,5
566.png,21,2,31,22,2
566.png,32,4,44,24,3
567.png,15,1,21,12,2
567.png,22,1,30,12,3
567.png,30,1,34,12,3
567.png,35,1,43,12,4
568.png,45,14,55,38,1
568.png,53,12,67,36,6
568.png,67,13,77,37,6
569.png,18,5,29,25,1
569.png,30,4,44,24,4
570.png,51,9,85,68,3
570.png,88,10,120,69,6
571.png,18,1,24,22,1
571.png,23,1,33,22,5
572.png,19,4,27,21,3
572.png,27,5,34,22,1
573.png,86,42,112,80,7
573.png,107,39,127,77,1
574.png,48,15,58,35,1
574.png,57,14,69,34,2
574.png,69,13,77,33,1
575.png,16,2,22,19,3
575.png,22,1,27,18,9
576.png,32,6,44,37,2
576.png,50,7,66,38,8
576.png,69,10,77,41,1
577.png,16,1,23,14,2
578.png,29,3,43,36,7
579.png,22,6,28,20,1
579.png,29,5,38,19,5
579.png,36,5,45,19,5
579.png,45,5,54,19,4
580.png,47,4,70,51,2
580.png,65,7,88,54,2
581.png,15,1,20,19,1
581.png,21,1,28,19,4
582.png,43,9,49,27,1
582.png,50,9,58,27,8
582.png,58,10,66,28,3
583.png,40,9,64,46,9
583.png,64,9,87,46,2
584.png,24,1,35,29,2
585.png,113,18,155,114,2
585.png,155,27,189,123,8
586.png,52,13,67,62,4
586.png,66,11,81,60,0
587.png,36,8,56,41,7
588.png,20,1,39,28,9
589.png,27,3,36,26,7
589.png,36,6,47,29,9
590.png,17,4,24,19,4
590.png,25,4,31,19,1
591.png,17,23,37,68,4
591.png,30,18,56,63,3
592.png,30,3,44,35,4
592.png,46,5,58,37,6
593.png,14,2,20,15,2
594.png,24,8,32,31,9
594.png,34,8,42,31,1
595.png,20,4,24,16,1
595.png,26,5,31,17,3
596.png,20,4,31,25,2
596.png,30,2,43,23,8
597.png,65,20,81,61,1
597.png,94,16,115,57,0
597.png,126,19,153,60,2
598.png,99,40,125,75,6
598.png,123,24,150,59,8
598.png,149,14,175,49,3
599.png,37,6,54,45,3
599.png,63,8,76,47,1
600.png,23,7,32,31,1
600.png,33,6,46,30,0
601.png,45,15,64,55,2
601.png,64,12,81,52,6
602.png,38,3,47,39,1
602.png,52,1,63,37,1
603.png,16,1,24,18,2
603.png,24,1,35,18,3
604.png,52,12,76,57,4
604.png,77,12,99,57,3
605.png,29,8,44,29,2
605.png,45,8,61,29,3
605.png,61,9,79,30,4
606.png,24,2,39,26,2
606.png,37,1,50,25,9
606.png,49,3,63,27,6
607.png,24,4,41,32,8
607.png,41,4,54,32,3
608.png,31,5,48,33,8
609.png,30,9,36,27,1
609.png,34,9,40,27,2
610.png,15,1,22,19,2
610.png,21,1,29,19,2
610.png,29,1,37,19,0
611.png,60,23,86,60,2
611.png,82,21,102,58,9
611.png,103,11,118,48,1
611.png,116,11,141,48,0
612.png,93,23,132,97,4
612.png,142,25,180,99,9
613.png,31,9,38,25,4
613.png,39,9,47,25,7
613.png,47,8,56,24,3
614.png,86,18,101,52,2
614.png,107,19,124,53,6
614.png,130,19,148,53,6
615.png,26,3,36,24,5
616.png,45,6,75,55,7
617.png,53,18,71,50,2
617.png,73,18,91,50,8
618.png,127,62,151,101,3
618.png,144,55,170,94,2
618.png,170,62,188,101,6
619.png,55,6,93,62,3
620.png,65,16,95,70,4
620.png,97,13,125,67,6
621.png,28,1,48,37,6
621.png,51,2,68,38,0
622.png,21,4,31,27,3
622.png,30,2,39,25,3
623.png,133,37,168,99,9
624.png,40,11,58,38,2
624.png,58,12,72,39,1
624.png,71,11,82,38,1
624.png,81,10,97,37,8
625.png,30,5,44,34,2
625.png,40,8,51,37,5
626.png,70,26,96,71,6
626.png,89,21,122,66,5
626.png,119,12,143,57,8
627.png,32,4,49,39,2
627.png,45,3,63,38,4
628.png,22,1,34,26,1
628.png,37,2,49,27,6
629.png,147,27,158,48,2
629.png,151,24,162,45,3
629.png,158,23,170,44,4
630.png,23,5,34,25,8
631.png,59,13,85,65,1
631.png,81,5,114,57,9
632.png,26,1,42,25,6
633.png,32,12,40,30,1
633.png,39,13,48,31,7
633.png,48,13,59,31,4
634.png,63,19,77,46,5
634.png,81,22,93,49,8
634.png,93,22,119,49,8
635.png,32,2,46,28,5
636.png,13,3,16,14,1
636.png,17,3,20,14,1
636.png,22,2,28,13,5
637.png,26,5,38,34,1
637.png,37,5,48,34,5
637.png,46,5,60,34,0
638.png,30,5,44,33,4
638.png,45,6,61,34,7
639.png,52,11,78,61,4
639.png,77,13,96,63,5
640.png,28,5,47,32,2
641.png,38,7,49,46,1
641.png,47,7,60,46,5
641.png,59,7,74,46,4
642.png,27,4,36,29,9
642.png,34,5,42,30,1
643.png,48,8,57,46,1
643.png,53,9,63,47,5
643.png,60,11,69,49,0
644.png,88,15,118,89,4
644.png,110,18,142,92,7
645.png,68,15,93,65,2
645.png,93,30,121,80,4
646.png,92,14,157,118,4
646.png,156,10,209,114,1
647.png,14,2,25,20,2
647.png,25,2,34,20,5
648.png,58,14,82,64,4
648.png,79,14,100,64,0
649.png,59,32,82,62,9
649.png,81,34,98,64,5
649.png,99,31,117,61,4
650.png,33,5,47,34,5
650.png,52,6,63,35,7
651.png,32,3,41,32,5
651.png,41,6,51,35,3
652.png,45,5,67,48,4
652.png,66,5,91,48,8
653.png,49,14,60,40,1
653.png,55,13,69,39,4
653.png,67,13,81,39,4
653.png,80,14,93,40,4
654.png,70,6,104,72,6
654.png,102,9,139,75,4
654.png,138,11,182,77,6
655.png,198,30,236,80,5
655.png,245,38,279,88,6
656.png,54,16,64,37,5
656.png,64,18,75,39,2
656.png,75,16,85,37,3
657.png,29,4,40,28,5
657.png,41,7,51,31,0
658.png,12,1,21,17,2
658.png,20,3,26,19,5
658.png,27,2,35,18,0
659.png,81,16,138,78,8
660.png,13,2,21,13,2
660.png,21,3,26,14,4
660.png,26,3,32,14,2
661.png,7,15,36,65,8
661.png,33,18,59,68,7
662.png,36,5,51,42,2
662.png,51,7,68,44,2
663.png,47,14,60,36,4
663.png,61,14,75,36,2
663.png,75,13,89,35,5
664.png,42,7,58,42,5
664.png,59,3,72,38,3
664.png,71,8,86,43,4
665.png,20,1,28,25,1
665.png,28,2,39,26,6
665.png,37,4,51,28,4
666.png,55,16,84,69,1
666.png,81,11,110,64,8
667.png,48,15,59,47,7
667.png,62,10,75,42,2
668.png,19,3,28,23,3
668.png,27,3,37,23,6
669.png,32,3,44,40,1
669.png,45,3,57,40,1
669.png,56,4,74,41,4
670.png,31,5,38,32,1
670.png,37,4,47,31,2
670.png,45,4,54,31,1
671.png,54,25,64,53,1
671.png,65,19,75,47,1
671.png,75,12,91,40,9
672.png,18,1,27,20,3
672.png,27,1,36,20,3
673.png,26,1,40,32,5
673.png,41,2,53,33,5
674.png,27,5,34,28,1
674.png,36,3,50,26,5
675.png,36,3,64,48,3
675.png,61,5,89,50,6
676.png,59,16,88,76,1
676.png,89,13,125,73,6
676.png,128,13,161,73,2
677.png,22,1,32,20,6
677.png,31,2,41,21,3
678.png,48,11,62,53,1
678.png,65,8,76,50,1
678.png,75,7,95,49,4
679.png,42,8,55,46,1
679.png,55,11,72,49,0
680.png,35,11,42,31,1
680.png,42,10,50,30,1
680.png,49,10,60,30,5
681.png,8,7,34,66,7
682.png,21,4,31,28,4
682.png,29,5,39,29,9
683.png,32,5,47,36,1
684.png,39,9,48,46,2
684.png,49,7,65,44,5
685.png,19,1,33,21,2
685.png,31,2,41,22,1
686.png,50,15,68,61,1
686.png,64,15,81,61,5
686.png,79,10,102,56,4
687.png,22,7,27,20,1
687.png,27,7,32,20,1
688.png,47,9,64,54,1
688.png,62,11,85,56,5
689.png,217,68,251,122,7
689.png,233,50,272,104,1
689.png,261,35,293,89,3
690.png,29,4,40,29,1
690.png,42,7,54,32,9
690.png,58,8,70,33,8
691.png,24,5,41,38,5
691.png,40,1,57,34,5
692.png,46,10,69,47,3
692.png,70,12,91,49,5
693.png,72,13,113,95,2
693.png,111,9,156,91,2
694.png,27,4,39,34,7
694.png,38,1,52,31,2
695.png,27,5,35,26,5
695.png,36,6,44,27,8
696.png,48,9,60,35,1
696.png,62,9,79,35,9
697.png,67,15,106,104,1
697.png,105,9,143,98,7
698.png,131,51,146,89,1
698.png,143,49,161,87,0
698.png,157,48,174,86,4
698.png,170,47,189,85,4
699.png,38,10,50,37,9
699.png,49,9,60,36,8
700.png,46,13,55,40,1
701.png,38,5,50,42,1
702.png,29,3,41,34,7
703.png,31,4,48,33,5
703.png,51,3,71,32,3
704.png,29,4,47,35,0
704.png,38,8,54,39,4
704.png,49,14,63,45,8
705.png,21,5,31,26,2
705.png,32,4,43,25,9
706.png,20,1,28,22,2
706.png,27,1,37,22,0
706.png,36,1,43,22,4
707.png,48,12,63,40,9
707.png,62,12,78,40,0
708.png,99,23,132,86,2
708.png,133,27,169,90,5
708.png,168,30,198,93,0
709.png,82,22,101,76,1
709.png,101,23,126,77,6
709.png,125,19,142,73,1
710.png,104,50,122,89,0
710.png,132,44,156,83,0
711.png,31,4,61,46,7
712.png,49,8,79,55,4
713.png,16,1,22,16,4
713.png,23,2,29,17,8
714.png,80,19,104,61,3
714.png,101,20,127,62,0
715.png,21,10,27,24,2
715.png,28,9,34,23,9
716.png,19,4,27,21,5
716.png,27,5,33,22,1
717.png,28,8,41,32,2
718.png,120,44,145,83,3
718.png,144,34,173,73,8
718.png,173,35,195,74,5
719.png,25,8,32,23,7
719.png,30,8,40,23,2
720.png,32,6,50,35,4
721.png,37,3,57,41,3
722.png,66,26,82,55,4
722.png,73,23,91,52,3
722.png,83,19,102,48,7
723.png,22,3,28,19,1
723.png,28,3,35,19,6
724.png,-1,57,43,165,2
724.png,41,60,86,168,7
725.png,32,9,38,34,1
725.png,38,10,43,35,5
725.png,46,11,53,36,8
726.png,136,49,190,124,6
726.png,189,59,229,134,8
727.png,21,2,30,26,1
727.png,32,5,41,29,1
727.png,42,1,54,25,4
728.png,3,7,11,25,9
729.png,58,17,71,52,1
729.png,74,15,97,50,8
730.png,60,8,77,46,2
730.png,80,11,101,49,6
730.png,98,14,117,52,4
731.png,22,2,33,27,2
731.png,34,2,45,27,2
731.png,47,1,60,26,6
731.png,60,1,72,26,7
732.png,36,6,53,39,1
732.png,55,10,73,43,3
733.png,47,9,82,64,5
733.png,75,9,108,64,6
734.png,17,1,27,19,4
735.png,44,6,59,45,7
735.png,56,6,73,45,3
736.png,19,3,27,21,1
736.png,29,4,37,22,6
736.png,40,3,51,21,3
737.png,39,10,51,43,2
737.png,52,13,64,46,4
738.png,83,20,122,99,6
738.png,120,25,158,104,7
739.png,60,12,78,56,8
739.png,80,12,99,56,5
740.png,13,2,21,18,8
740.png,22,2,27,18,1
741.png,42,16,57,37,9
741.png,53,19,66,40,2
742.png,26,7,36,29,3
742.png,34,10,40,32,5
742.png,39,9,47,31,5
743.png,20,2,24,21,1
744.png,35,12,55,47,3
744.png,56,9,74,44,6
745.png,49,8,71,65,1
745.png,67,7,101,64,5
746.png,15,2,23,18,7
746.png,23,2,32,18,2
747.png,47,5,67,47,4
747.png,67,17,84,59,4
748.png,102,38,123,72,1
748.png,121,37,144,71,0
749.png,148,20,174,57,6
749.png,171,22,196,59,0
749.png,195,22,219,59,0
749.png,219,24,243,61,0
750.png,150,73,162,104,4
750.png,156,67,183,98,3
751.png,34,7,43,33,6
752.png,36,15,51,40,3
752.png,50,15,66,40,3
753.png,34,8,45,34,1
753.png,45,8,57,34,6
754.png,47,12,76,60,6
755.png,41,13,50,32,3
755.png,50,15,59,34,2
755.png,59,15,66,34,1
756.png,83,20,109,84,1
757.png,36,7,46,39,1
757.png,49,9,60,41,1
758.png,99,25,114,65,1
758.png,117,25,126,65,8
758.png,124,28,145,68,1
759.png,23,4,36,29,1
759.png,33,3,51,28,5
760.png,29,9,37,26,1
761.png,37,5,54,47,2
761.png,55,6,72,48,4
762.png,59,14,75,46,3
763.png,29,8,46,29,9
763.png,49,9,66,30,6
763.png,68,7,83,28,6
764.png,78,14,101,90,6
764.png,105,15,132,91,7
765.png,27,7,39,28,5
765.png,38,7,50,28,8
766.png,31,6,45,37,1
766.png,44,6,58,37,3
766.png,56,6,73,37,5
766.png,70,4,88,35,4
767.png,36,5,52,42,4
767.png,49,4,64,41,9
768.png,27,5,37,22,2
768.png,35,6,43,23,8
769.png,16,1,23,17,3
770.png,17,3,27,20,2
770.png,25,2,33,19,5
770.png,33,2,42,19,8
771.png,26,4,33,29,5
772.png,22,5,30,22,3
773.png,20,2,30,22,5
773.png,30,2,43,22,4
774.png,18,1,28,18,2
774.png,30,1,35,18,1
775.png,31,1,49,34,3
775.png,47,2,61,35,3
776.png,166,140,197,205,6
776.png,196,134,219,199,8
776.png,217,121,238,186,0
777.png,25,5,35,22,6
777.png,36,4,47,21,2
778.png,30,1,50,35,9
778.png,47,2,69,36,7
779.png,19,4,28,25,5
779.png,31,5,39,26,4
780.png,55,6,93,64,2
780.png,92,7,113,65,1
781.png,26,2,40,28,9
781.png,42,6,56,32,9
782.png,16,3,24,16,2
782.png,24,2,31,15,4
782.png,30,1,36,14,7
782.png,36,1,46,14,5
783.png,43,18,58,48,5
783.png,57,18,69,48,5
784.png,21,4,27,20,1
784.png,29,4,36,20,9
785.png,50,11,67,48,2
785.png,69,15,86,52,3
785.png,90,19,106,56,3
786.png,138,28,200,155,7
786.png,213,23,283,150,2
787.png,40,8,64,54,8
787.png,61,8,86,54,2
788.png,105,33,130,103,1
788.png,140,21,191,91,2
788.png,193,27,244,97,4
789.png,36,9,47,38,5
789.png,46,6,57,35,8
790.png,27,4,35,31,6
790.png,35,4,44,31,6
791.png,37,5,58,40,9
792.png,49,11,69,49,4
792.png,67,12,88,50,3
792.png,86,12,107,50,7
793.png,26,4,38,30,4
793.png,34,2,49,28,0
794.png,5,3,24,34,4
794.png,25,2,44,33,8
795.png,45,15,57,41,5
795.png,58,13,70,39,5
796.png,20,2,29,20,6
796.png,30,3,39,21,2
797.png,30,1,59,33,9
798.png,35,8,44,36,1
798.png,42,7,52,35,7
798.png,53,6,63,34,1
799.png,41,9,47,41,1
799.png,51,6,64,38,3
799.png,62,11,71,43,7
800.png,28,1,41,33,5
800.png,40,1,51,33,4
801.png,12,1,17,13,1
801.png,21,1,27,13,9
802.png,29,5,40,33,1
802.png,37,5,51,33,5
802.png,48,2,64,30,4
803.png,22,1,31,32,1
803.png,32,1,41,32,4
804.png,17,1,21,18,1
804.png,20,1,30,18,3
805.png,49,12,67,45,7
805.png,61,16,76,49,1
806.png,24,6,30,24,1
806.png,30,6,36,24,8
806.png,37,6,45,24,8
807.png,32,6,49,40,7
807.png,52,8,71,42,6
808.png,30,3,51,36,3
808.png,48,4,67,37,4
808.png,66,2,84,35,9
809.png,21,1,34,26,2
809.png,34,1,48,26,0
810.png,34,5,41,33,1
810.png,42,5,58,33,0
811.png,19,6,24,20,4
811.png,24,5,29,19,1
812.png,31,4,48,40,2
812.png,46,6,66,42,7
813.png,34,15,48,40,3
813.png,45,15,55,40,6
813.png,55,12,68,37,5
814.png,21,4,30,19,3
815.png,5,13,41,94,6
815.png,46,9,86,90,2
816.png,45,14,63,44,5
816.png,66,12,79,42,5
816.png,80,14,95,44,3
817.png,55,19,67,48,4
817.png,68,21,79,50,5
818.png,23,6,33,26,2
818.png,32,7,40,27,9
819.png,28,13,41,43,9
819.png,50,11,63,41,2
820.png,41,11,58,59,1
820.png,58,13,75,61,7
821.png,20,4,28,26,1
821.png,25,3,37,25,9
822.png,44,13,61,45,6
822.png,60,18,81,50,7
823.png,58,12,78,51,8
823.png,81,10,100,49,3
824.png,22,3,33,27,5
824.png,34,2,44,26,3
824.png,45,2,51,26,1
825.png,38,7,48,43,1
825.png,50,11,63,47,3
826.png,32,6,47,31,3
827.png,65,17,110,69,6
828.png,65,22,83,65,1
828.png,83,23,105,66,0
829.png,51,10,64,58,7
829.png,64,10,80,58,0
830.png,36,2,54,43,2
830.png,51,2,68,43,5
830.png,68,7,88,48,7
831.png,21,4,30,24,6
831.png,28,2,38,22,8
832.png,23,8,34,30,2
832.png,36,7,47,29,5
832.png,49,6,61,28,0
832.png,63,6,75,28,0
833.png,16,1,24,15,2
834.png,36,7,49,39,1
834.png,48,5,59,37,5
835.png,33,8,37,31,1
835.png,39,7,47,30,5
835.png,51,6,58,29,8
836.png,155,29,262,184,6
836.png,247,41,332,196,1
837.png,48,3,84,69,3
837.png,88,3,120,69,8
838.png,18,5,26,18,2
838.png,26,5,34,18,8
838.png,35,4,41,17,3
838.png,42,4,48,17,7
839.png,150,32,171,71,4
839.png,171,33,192,72,9
840.png,99,29,131,88,4
840.png,123,24,163,83,2
841.png,27,5,38,27,7
841.png,40,5,53,27,5
842.png,52,11,69,45,1
842.png,67,8,85,42,1
843.png,39,10,65,50,5
843.png,64,3,87,43,8
844.png,33,14,44,39,6
844.png,42,13,54,38,0
845.png,24,5,33,25,3
845.png,33,5,42,25,2
846.png,71,21,114,91,4
846.png,112,7,146,77,7
847.png,25,4,32,22,4
847.png,33,6,42,24,2
848.png,101,37,138,95,3
848.png,132,33,162,91,7
849.png,52,7,93,61,6
849.png,94,6,132,60,0
850.png,34,4,48,40,4
850.png,48,5,62,41,0
851.png,31,7,45,31,4
851.png,48,6,55,30,1
852.png,66,50,88,80,1
852.png,76,34,100,64,1
852.png,93,21,120,51,9
853.png,40,9,51,42,1
853.png,52,11,66,44,3
854.png,38,9,52,38,2
854.png,50,9,63,38,7
855.png,33,6,46,37,1
855.png,46,8,57,39,0
855.png,55,8,63,39,9
856.png,43,11,55,41,1
856.png,58,11,69,41,7
856.png,68,7,78,37,8
857.png,58,21,76,52,8
857.png,73,12,94,43,3
858.png,24,6,31,25,4
858.png,32,5,39,24,5
859.png,15,1,20,19,2
859.png,20,1,24,19,7
860.png,31,6,42,35,2
861.png,32,10,40,28,5
861.png,40,12,47,30,1
862.png,24,4,30,24,1
862.png,31,5,40,25,5
863.png,43,6,56,40,1
863.png,55,6,74,40,0
863.png,72,8,90,42,8
864.png,35,2,68,42,2
865.png,31,6,41,31,2
865.png,42,7,51,32,9
865.png,52,8,59,33,0
866.png,74,16,101,74,1
866.png,103,21,132,79,6
866.png,131,24,160,82,0
867.png,1,4,6,19,2
867.png,8,4,13,19,6
867.png,17,4,23,19,5
868.png,21,3,29,26,5
868.png,29,4,36,27,0
869.png,38,12,43,31,1
869.png,43,14,50,33,1
869.png,48,13,56,32,9
870.png,27,7,38,32,2
870.png,37,6,48,31,3
870.png,47,9,57,34,1
871.png,15,2,22,18,5
871.png,20,3,26,19,7
872.png,29,5,41,30,6
873.png,61,12,87,68,7
873.png,81,13,100,69,4
873.png,97,13,124,69,5
874.png,33,4,41,34,1
874.png,42,6,55,36,5
875.png,29,4,40,29,1
875.png,41,3,53,28,5
875.png,52,5,62,30,7
876.png,111,45,119,72,3
876.png,120,45,127,72,5
876.png,128,45,137,72,8
877.png,115,57,141,103,9
877.png,140,58,170,104,4
878.png,68,45,96,85,5
878.png,93,27,112,67,4
878.png,103,16,133,56,3
879.png,22,3,35,27,2
879.png,34,3,47,27,7
880.png,27,9,38,33,3
880.png,37,5,52,29,3
880.png,50,5,61,29,1
880.png,60,6,76,30,5
881.png,30,8,40,31,2
881.png,40,8,48,31,9
882.png,67,23,93,71,5
882.png,94,22,122,70,0
883.png,19,4,24,19,1
883.png,25,4,32,19,2
884.png,33,7,48,41,1
884.png,45,8,61,42,9
885.png,36,8,57,43,3
885.png,58,6,79,41,9
886.png,20,1,26,19,2
886.png,27,1,35,19,4
887.png,31,8,39,35,1
887.png,41,7,50,34,1
888.png,29,6,45,37,2
889.png,30,7,36,23,6
889.png,37,8,45,24,0
890.png,51,14,63,46,1
890.png,63,14,75,46,4
890.png,74,11,92,43,4
891.png,40,14,54,40,5
891.png,53,10,67,36,7
892.png,24,5,32,23,3
892.png,32,4,41,22,3
893.png,21,4,26,21,2
893.png,27,5,33,22,8
894.png,26,5,36,26,4
894.png,38,4,48,25,9
895.png,32,10,40,31,1
895.png,37,10,45,31,6
895.png,44,9,54,30,4
896.png,21,2,29,24,1
896.png,27,1,41,23,5
897.png,32,3,49,43,2
897.png,48,4,70,44,3
898.png,45,12,55,45,1
898.png,51,12,64,45,8
899.png,81,28,105,77,6
899.png,101,20,126,69,5
900.png,90,18,117,86,1
900.png,117,15,165,83,4
900.png,159,22,203,90,9
901.png,27,3,37,28,1
901.png,38,5,52,30,4
902.png,46,11,64,48,7
902.png,61,12,76,49,0
903.png,32,9,45,32,1
903.png,49,9,66,32,5
903.png,67,8,84,31,9
904.png,33,14,41,30,4
904.png,41,15,48,31,1
904.png,47,15,57,31,0
905.png,10,7,41,60,8
905.png,40,8,72,61,9
906.png,40,10,49,48,9
907.png,28,6,38,33,3
907.png,37,5,46,32,4
908.png,23,6,33,25,3
908.png,33,6,44,25,2
909.png,48,9,68,46,4
909.png,64,9,83,46,7
910.png,26,9,31,21,4
910.png,32,9,38,21,5
911.png,23,2,33,26,1
911.png,32,3,46,27,5
912.png,60,16,71,38,1
912.png,67,16,82,38,2
912.png,80,15,90,37,1
913.png,79,12,126,94,6
913.png,122,9,165,91,8
914.png,38,9,54,40,4
914.png,55,6,65,37,1
915.png,26,5,40,29,2
915.png,40,5,53,29,9
916.png,22,3,30,22,5
917.png,24,6,30,17,6
918.png,79,38,104,72,2
918.png,103,31,125,65,9
918.png,118,23,146,57,1
